,age_diff,rates
1,0.10617134938001982,1.4128105263417534
2,0.10617134938979689,1.4128105262116508
3,0.10617134938001982,1.4128105263417534
4,0.10617134938001982,1.4128105263417534
5,0.10617134938001982,1.4128105263417534
6,0.10617134938001982,1.4128105263417534
7,0.10617134939002426,1.4128105262086255
8,0.10617134938001982,1.4128105263417534
9,0.10617134938001982,1.4128105263417534
10,0.08381948634996661,1.789560000090119
11,0.08381948635997105,1.7895599998765228
12,0.08381948634996661,1.789560000090119
13,0.08381948635997105,1.7895599998765228
14,0.08381948635019398,1.7895600000852647
15,0.08381948635997105,1.7895599998765228
16,0.08381948634996661,1.789560000090119
17,0.08381948634996661,1.789560000090119
18,0.16763897270993766,0.8947799999916605
19,0.16763897271016504,0.8947799999904468
21,0.10337736650990337,1.4509945945046903
22,0.1033773665001263,1.4509945946419205
23,0.10337736649989893,1.4509945946451117
24,0.10337736651013074,1.450994594501499
25,0.10337736649989893,1.4509945946451117
26,0.1033773665001263,1.4509945946419205
27,0.11175931513980686,1.3421699999893113
28,0.11175931514003423,1.3421699999865804
29,0.11175931514003423,1.3421699999865804
30,0.11175931514003423,1.3421699999865804
31,0.11175931514003423,1.3421699999865804
32,0.11175931514003423,1.3421699999865804
33,0.11175931514003423,1.3421699999865804
34,0.11175931512980242,1.3421700001094592
35,0.11175931514003423,1.3421699999865804
36,0.11175931514003423,1.3421699999865804
37,0.11175931514003423,1.3421699999865804
38,0.11175931514003423,1.3421699999865804
39,0.16763897270993766,0.8947799999916605
40,0.16763897270993766,0.8947799999916605
41,0.16763897271016504,0.8947799999904468
42,0.16763897269993322,0.8947800000450595
43,0.11175931514003423,1.3421699999865804
44,0.11175931514003423,1.3421699999865804
45,0.11175931514003423,1.3421699999865804
46,0.09579369868993126,1.5658650000092988
47,0.09579369868993126,1.5658650000092988
48,0.09579369868993126,1.5658650000092988
49,0.09579369869015864,1.5658650000055823
50,0.09579369868993126,1.5658650000092988
51,0.09579369868993126,1.5658650000092988
52,0.09579369869015864,1.5658650000055823
53,0.11175931513980686,1.3421699999893113
54,0.11175931514003423,1.3421699999865804
55,0.11175931514003423,1.3421699999865804
56,0.13411117817008744,1.1184749999717507
57,0.13411117815985563,1.1184750000570831
58,0.13411117817008744,1.1184749999717507
59,0.13411117817008744,1.1184749999717507
60,0.13411117815985563,1.1184750000570831
61,0.06705558909015963,2.2369499997728366
62,0.06705558907992781,2.2369500001141662
63,0.06705558907992781,2.2369500001141662
64,0.06705558909015963,2.2369499997728366
65,0.06705558907992781,2.2369500001141662
66,0.11175931514003423,1.3421699999865804
67,0.11175931514003423,1.3421699999865804
68,0.11175931513980686,1.3421699999893113
69,0.11175931514003423,1.3421699999865804
70,0.11175931513002979,1.3421700001067285
71,0.11175931514003423,1.3421699999865804
72,0.11175931514003423,1.3421699999865804
74,0.11175931514003423,1.3421699999865804
76,0.11175931513980686,1.3421699999893113
79,0.22351863028006846,0.6710849999932902
81,0.22351863028006846,0.6710849999932902
83,0.22351863027006402,0.6710850000233273
85,0.011175931519801452,13.421699992902681
86,0.011175931510024384,13.421700004644421
87,0.011175931520028826,13.421699992629616
